Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,12.233656
2,2,10.339619
2,3,10.046809
2,4,9.772207
2,5,10.352770
4,1,7.817303
4,2,8.719045
4,3,7.548798
4,4,7.185226
4,5,7.560143
6,1,7.157153
6,2,6.620969
6,3,6.595814
6,4,6.977184
6,5,7.522704
8,1,18.711864
8,2,19.822730
8,3,19.309257
8,4,19.319232
8,5,19.390647
10,1,25.116475
10,2,24.189909
10,3,22.385331
10,4,21.940049
10,5,22.038484
