Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.590490
2,2,1.428083
2,3,1.576351
2,4,1.685542
2,5,1.596897
4,1,1.821593
4,2,1.748866
4,3,1.743124
4,4,1.935719
4,5,1.795047
6,1,2.527676
6,2,2.114662
6,3,2.508477
6,4,1.853102
6,5,2.311627
8,1,17.980977
8,2,17.787992
8,3,15.279746
8,4,15.147716
8,5,15.418897
10,1,18.135866
10,2,24.503118
10,3,21.600411
10,4,21.814025
10,5,23.404019
