Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,0.886513
2,2,1.286217
2,3,0.993903
2,4,0.989759
2,5,0.953245
4,1,1.347022
4,2,1.282637
4,3,0.865760
4,4,1.113572
4,5,1.247099
6,1,1.293633
6,2,1.350231
6,3,1.286284
6,4,1.144653
6,5,1.470319
8,1,10.251149
8,2,10.165165
8,3,11.502141
8,4,9.594966
8,5,11.346694
10,1,13.104997
10,2,16.108293
10,3,13.964705
10,4,20.116019
10,5,14.123293
