Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.123110
2,2,1.220642
2,3,1.557565
2,4,1.018419
2,5,1.217136
4,1,1.081383
4,2,0.978785
4,3,0.940641
4,4,1.315136
4,5,1.046334
6,1,1.703073
6,2,1.297282
6,3,1.890583
6,4,1.668014
6,5,1.478778
8,1,9.988454
8,2,9.818021
8,3,10.014988
8,4,10.217060
8,5,9.863357
10,1,10.627883
10,2,19.858517
10,3,20.007912
10,4,10.626339
10,5,11.096364
