Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.122727
2,2,0.894169
2,3,1.090753
2,4,1.431350
2,5,0.983235
4,1,1.220348
4,2,0.879802
4,3,1.192389
4,4,1.019681
4,5,0.938214
6,1,1.708389
6,2,1.411189
6,3,1.446291
6,4,1.346082
6,5,1.659215
8,1,10.376877
8,2,10.267783
8,3,10.077937
8,4,10.130028
8,5,10.353044
10,1,20.081096
10,2,10.598925
10,3,12.910892
10,4,11.206773
10,5,12.476944
