Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.519171
2,2,1.578587
2,3,1.706000
2,4,1.549812
2,5,1.605963
4,1,1.317586
4,2,1.243264
4,3,1.141166
4,4,1.125093
4,5,1.347177
6,1,1.598737
6,2,1.746577
6,3,1.726125
6,4,1.576694
6,5,1.642860
8,1,11.480898
8,2,10.839028
8,3,10.523871
8,4,10.158240
8,5,9.099455
10,1,20.084446
10,2,19.999964
10,3,14.463028
10,4,20.032385
10,5,15.085027
