Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.610929
2,2,1.561087
2,3,2.097399
2,4,1.906676
2,5,1.533148
4,1,1.589809
4,2,1.818010
4,3,1.843666
4,4,1.923542
4,5,1.726131
6,1,1.971473
6,2,2.346205
6,3,2.077823
6,4,2.272965
6,5,2.041483
8,1,15.879676
8,2,16.125443
8,3,16.234757
8,4,16.471326
8,5,16.503932
10,1,20.351977
10,2,17.353178
10,3,17.707926
10,4,20.322930
10,5,20.374004
