Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,51.874840
2,2,52.606404
2,3,51.772667
2,4,51.963496
2,5,51.978284
4,1,44.904962
4,2,45.984293
4,3,45.983897
4,4,44.803246
4,5,45.656633
6,1,65.321905
6,2,66.808650
6,3,65.896472
6,4,66.447777
6,5,66.258565
8,1,82.048467
8,2,78.739959
8,3,81.804067
8,4,81.099016
8,5,83.007000
10,1,71.740813
10,2,70.014918
10,3,70.620895
10,4,70.450071
10,5,70.914853
