Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.823475
2,2,1.792762
2,3,1.793061
2,4,2.280872
2,5,1.722032
4,1,2.033346
4,2,1.637869
4,3,1.880949
4,4,2.249907
4,5,1.781130
6,1,2.253813
6,2,2.289269
6,3,2.053041
6,4,2.065374
6,5,2.043230
8,1,16.185830
8,2,16.177499
8,3,15.480656
8,4,16.582090
8,5,15.160218
10,1,21.426562
10,2,22.446806
10,3,24.523654
10,4,21.399805
10,5,21.300105
