Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.512368
2,2,1.467402
2,3,1.672278
2,4,1.562974
2,5,1.818944
4,1,1.741550
4,2,1.866047
4,3,1.665513
4,4,1.638240
4,5,1.715328
6,1,9.399664
6,2,2.280820
6,3,2.644187
6,4,2.080466
6,5,2.272001
8,1,17.586648
8,2,15.807051
8,3,14.715041
8,4,15.148207
8,5,15.956995
10,1,20.391848
10,2,20.761929
10,3,17.619162
10,4,17.107026
10,5,20.336225
