Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,0.940651
2,2,1.191946
2,3,1.048795
2,4,0.995453
2,5,1.183778
4,1,0.847390
4,2,1.034447
4,3,1.172719
4,4,0.968049
4,5,1.052057
6,1,1.131038
6,2,1.719657
6,3,1.408564
6,4,1.370641
6,5,1.958876
8,1,10.743134
8,2,11.012935
8,3,11.090453
8,4,13.325971
8,5,9.688842
10,1,19.961783
10,2,13.437118
10,3,10.849295
10,4,20.254907
10,5,13.282865
