Num_Procesos,Ejecucion,Tiempo_Segundos
2,1,1.579710
2,2,1.778040
2,3,1.707879
2,4,1.663351
2,5,1.581451
4,1,1.675747
4,2,1.915005
4,3,1.632599
4,4,2.031351
4,5,1.868995
6,1,2.256577
6,2,2.058812
6,3,1.967881
6,4,1.971271
6,5,2.588757
8,1,16.952454
8,2,15.232814
8,3,16.127360
8,4,15.783591
8,5,16.630577
10,1,18.645805
10,2,17.802643
10,3,18.122301
10,4,19.605153
10,5,20.376833
